number_plate,image_link,detected_number_plate,rider_violation,pillion_violation,mobile_usage,triple_riding,message,Result,Manual Observation,Capture Status,Capture Observation
KA09EA7095,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EA7095_1763600952279.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA55S3834,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55S3834_1763603482866.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA09JB5668,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JB5668_1763600603420.jpg,KA09JY5168,rider_not_wearing_helmet (0.63),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09JA9022,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JA9022_1763600465919.jpg,KA09JH9022,rider_not_wearing_helmet (0.49),pillion_not_wearing_helmet (0.43),,,Violation detected,Correct Detection,"rider_not_wearing_helmet , pillion_not_wearing_helmet ",None,
KA09HM3940,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HM3940_1763602661305.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA45Y1817,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA45Y1817_1763602279777.jpg,KA45Y1817,rider_not_wearing_helmet (0.78),,,,Violation detected,Incomplete,"rider_not_wearing_helmet , pillion_not_wearing_helmet ",None,
KA09EE1624,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EE1624_1763600692768.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA09HM3893,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HM3893_1763584768204.jpg,KA09HM3893,rider_not_wearing_helmet (0.35),,,,Violation detected,Wrong,dark image,None,
KA55S3599,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55S3599_1763604435267.jpg,KA55S3599,,,,triple_riding (0.74),Violation detected,Incomplete,"rider_not_wearing_helmet , pillion_not_wearing_helmet ",None,
KA09EQ0490,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EQ0490_1763602094812.jpg,67000490,rider_not_wearing_helmet (0.63),,,,Violation detected,Incomplete,number_plate_not_detected_correctly,None,
KA09JC8133,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JC8133_1763603235741.jpg,KA09JF8133,rider_not_wearing_helmet (0.70),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA28E0069,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA28E0069_1763602220976.jpg,KA28E90,rider_not_wearing_helmet (0.58),,,,Violation detected,Incomplete,number_plate_not_detected_correctly,None,
KA09JF9880,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JF9880_1763601823960.jpg,KA09JF9180,rider_not_wearing_helmet (0.51); rider_not_wearing_helmet (0.28),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09JD5114,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JD5114_1763600952307.jpg,KA0916512,rider_not_wearing_helmet (0.62),,,,Violation detected,Incomplete,"rider_not_wearing_helmet , pillion_not_wearing_helmet ",None,
KA09J5558,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09J5558_1763604560978.jpg,KA09JG5858,rider_not_wearing_helmet (0.68),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09K2430,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09K2430_1763604922056.jpg,KA09JK2430,rider_not_wearing_helmet (0.45),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09JD4494,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JD4494_1763602719147.jpg,KA09J02494,rider_not_wearing_helmet (0.68),,,,Violation detected,Incomplete,number_plate_not_detected_correctly,None,
KA09ET1107,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09ET1107_1763604802031.jpg,KA09ET1107,rider_not_wearing_helmet (0.73),pillion_not_wearing_helmet (0.37),,,Violation detected,Incomplete,"rider_not_wearing_helmet , pillion_not_wearing_helmet ",None,
KA09JB2491,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JB2491_1763600761763.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA09JJ0731,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JJ0731_1763600603432.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA09EU9853,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EU9853_1763604077685.jpg,,rider_not_wearing_helmet (0.59),,,,Violation detected,Incomplete,number_plate_not_detected_correctly,None,
KA11X2933,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA11X2933_1763600761726.jpg,KA10R293,,pillion_not_wearing_helmet (0.46),,,Violation detected,Incomplete,"rider_not_wearing_helmet , pillion_not_wearing_helmet ",None,
KA55S1041,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55S1041_1763596210960.jpg,KA551041,rider_not_wearing_helmet (0.64),,,,Violation detected,Incomplete,"rider_not_wearing_helmet , pillion_not_wearing_helmet ",None,
KA09HF7831,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HF7831_1763600465895.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider_not_wearing_helmet,Ignored,
KA11ES7777,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA11ES7777_1763601731286.jpg,,rider_not_wearing_helmet (0.63),,,,Violation detected,Incomplete,number_plate_not_detected_correctly,None,
KA09HF4947,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HF4947_1763602661343.jpg,KA09HF4947,,pillion_not_wearing_helmet (0.60),,,Violation detected,Correct Detection,pillion_not_wearing_helmet ,None,
KA02JY8066,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA02JY8066_1763601731284.jpg,KA02JY8066,rider_not_wearing_helmet (0.51),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA54E3806,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA54E3806_1763602501379.jpg,KA54E3806,,,,triple_riding (0.82),Violation detected,Correct Detection,triple riding,None,
KA09JA2357,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JA2357_1763601155999.jpg,KA09J82357,rider_not_wearing_helmet (0.51),,,,Violation detected,Incomplete,pillion_not_wearing_helmet ,None,
KA09JC7976,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JC7976_1763601731647.jpg,KA09JC7976,,pillion_not_wearing_helmet (0.26),,,Violation detected,Incomplete,rider_not_wearing_helmet,None,
KA06EC4988,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA06EC4988_1763601156005.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rrider_not_wearing_helmet,Ignored,
KA11EN3100,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA11EN3100_1763603942061.jpg,KA11EN2100,rider_not_wearing_helmet (0.69),pillion_not_wearing_helmet (0.43),,,Violation detected,Correct Detection,"rider_not_wearing_helmet , pillion_not_wearing_helmet ",None,
KA09HC1679,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HC1679_1763604263016.jpg,KA09HC1679,,pillion_not_wearing_helmet (0.37),,,Violation detected,Incomplete,rider_not_wearing_helmet,None,
KA11EM8484,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA11EM8484_1763605047097.jpg,XX112N848484,rider_not_wearing_helmet (0.77),pillion_not_wearing_helmet (0.71),,,Violation detected,Incomplete,number_plate_not_detected_correctly,None,
KA11EK3729,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA11EK3729_1763604560925.jpg,KA11EZ3729,,pillion_not_wearing_helmet (0.48),,,Violation detected,Correct Detection,pillion_not_wearing_helmet ,None,
KA09JF1182,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JF1182_1763608338940.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,correct_detection,Correct,
KA55L3919,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55L3919_1763604922031.jpg,KA55L3919,rider_not_wearing_helmet (0.72),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA22EX0538,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA22EX0538_1763604205424.jpg,KA22EX0538,rider_not_wearing_helmet (0.76),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA55V3564,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55V3564_1763599868477.jpg,KA55V3564,rider_not_wearing_helmet (0.53); rider_not_wearing_helmet (0.45),,,,Violation detected,Incomplete,Pillion not wearing helemt,None,
KA55S0275,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55S0275_1763596210967.jpg,,,pillion_not_wearing_helmet (0.45),,,Violation detected,Incomplete,"Pillion not wearing helemt, number plate not detected",None,
KA09JG2871,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JG2871_1763604263021.jpg,KA09JG2871,rider_not_wearing_helmet (0.70),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA09HB2889,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HB2889_1763603942241.jpg,UPHHB70023,rider_not_wearing_helmet (0.63),pillion_not_wearing_helmet (0.67),,,Violation detected,Incomplete,"wrong number plate detected, both pillion and rider not wearing helmet",None,
KA41EJ6730,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA41EJ6730_1763600528748.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,Rider not wearing helmet,Ignored,Rider not wearing helmet
KA55R2361,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55R2361_1763605118846.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,Rider not wearing helmet,Ignored,Rider not wearing helmet
KA09EF4375,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EF4375_1763602583229.jpg,A00EF41730,,pillion_not_wearing_helmet (0.48),,,Violation detected,Incomplete,"Pillion not wearing helmet,wrong number plate detected",None,
KA11EN6712,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA11EN6712_1763584768409.jpg,KA11EN6712,rider_not_wearing_helmet (0.50),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA09JJ6795,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JJ6795_1763600952265.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Rider wearing helmet,Correct,Correct detection
KA09ET4299,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09ET4299_1763603610337.jpg,KA09ET4299,rider_not_wearing_helmet (0.63),,,,Violation detected,Correct Detection,correct detection,None,
KA09HQ0508,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HQ0508_1763603482818.jpg,KAD9HO0508,rider_not_wearing_helmet (0.68),,,,Violation detected,Incomplete,Wrong number plate detected,None,
KA55S0275,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55S0275_1763596210967.jpg,,,pillion_not_wearing_helmet (0.45),,,Violation detected,Incomplete,"Pillion not wearing helmet, number plate not detected",None,
KA09JG2871,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JG2871_1763604263021.jpg,KA09JG2871,rider_not_wearing_helmet (0.70),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA09HB2889,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HB2889_1763603942241.jpg,UPHHB70023,rider_not_wearing_helmet (0.63),pillion_not_wearing_helmet (0.67),,,Violation detected,Incomplete,Wrong number  plate detected,None,
KA41EJ6730,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA41EJ6730_1763600528748.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider not wearing helmet, number plate not detected",Ignored,Rider not wearing helmet
KA55R2361,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55R2361_1763605118846.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider not wearing helmet, number plate not detected",Ignored,Rider not wearing helmet
KA09EF4375,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EF4375_1763602583229.jpg,A00EF41730,,pillion_not_wearing_helmet (0.48),,,Violation detected,Incomplete,"Wrong number plate detected, Pillion not wearing helmet, Rider wearing helmet",None,
KA11EN6712,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA11EN6712_1763584768409.jpg,KA11EN6712,rider_not_wearing_helmet (0.50),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA09JJ6795,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JJ6795_1763600952265.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Rider wearing helmet,Correct,Rider wearing helmet
KA09ET4299,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09ET4299_1763603610337.jpg,KA09ET4299,rider_not_wearing_helmet (0.63),,,,Violation detected,Correct Detection,Rider not  wearing helmet,None,
KA09HQ0508,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HQ0508_1763603482818.jpg,KAD9HO0508,rider_not_wearing_helmet (0.68),,,,Violation detected,Incomplete,"Wrong number plate detected, Rider not wearing helmet",None,
KA09HG0939,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HG0939_1763603610431.jpg,KA09HG0939,,pillion_not_wearing_helmet (0.58),,,Violation detected,Correct Detection,"Rider wearing helmet, Pillion not wearing helmet",None,
KA09HF0855,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HF0855_1763600900640.jpg,KAOSHFOBSS,rider_not_wearing_helmet (0.66),,,,Violation detected,Incomplete,Wrong number plate detected,None,
KA55Y5322,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55Y5322_1763600101752.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Pillion not wearing helmet, number plate not detected",Ignored,Pillion not wearing helmet
KA09EM7100,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EM7100_1763600603765.jpg,,rider_not_wearing_helmet (0.56),,,,Violation detected,Incomplete,Number plate not detected,None,
KA45J4474,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA45J4474_1763600101752.jpg,WORKSA453447,,pillion_not_wearing_helmet (0.32),,,Violation detected,Incomplete,Wrong number plate detected,None,
KA55L4095,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55L4095_1763604802010.jpg,KA554095,rider_not_wearing_helmet (0.29),,,,Violation detected,Incomplete,Incomplete number plate detected,None,
KA11EL0052,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA11EL0052_1763600692725.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"triple riding, Number plate not detected",Ignored,"Triple riding,rider not wearing helmet"
KA53ER1343,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA53ER1343_1763602661394.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,"Rider not wearing helmet, Numbe rplate not detected",Ignored,Rider not wearing helmet
KA09HQ9286,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HQ9286_1763604435227.jpg,KA09H09286,rider_not_wearing_helmet (0.74),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA55EC3258,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55EC3258_1763602280056.jpg,KA55EC3258,,pillion_not_wearing_helmet (0.54),,,Violation detected,Correct Detection,"Rider wearing helmet, Pillion not wearing helmet",None,
KA09EK2953,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09EK2953_1763603610378.jpg,KA099EK2953,rider_not_wearing_helmet (0.52),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA09HE3633,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HE3633_1763604263015.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Rider wearing helmet,Correct,Correct detection
KA09HH5369,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HH5369_1763604077799.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,Rider not wearing helmet,Ignored,Rider not wearing helmet
KA09JJ3026,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09JJ3026_1763604077613.jpg,KA09JJ3026,rider_not_wearing_helmet (0.72),,,,Violation detected,Correct Detection,Rider not wearing helmet,None,
KA09HD8080,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HD8080_1763603942632.jpg,KA09108080,rider_not_wearing_helmet (0.71),,mobile_usage (0.42),,Violation detected,Incomplete,"Wrong number plate detcted,",None,
KA09HK4346,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09HK4346_1763603235946.jpg,KA05HK4346,rider_not_wearing_helmet (0.70),,,,Violation detected,Incomplete,"wrong number plate detected, Rider not wearing helmet",None,
KA09ES2949,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA09ES2949_1763603722494.jpg,KA09ES2949,rider_not_wearing_helmet (0.76),pillion_not_wearing_helmet (0.45),,,Violation detected,Correct Detection,Both pillion and rider not wearing helmet,None,
KA55W4414,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA55W4414_1763603376494.jpg,KAO55W614,rider_not_wearing_helmet (0.69),,,,Violation detected,Incomplete,Wrong number plate detected,None,
KA11EF6954,http://203.201.61.110:7274/violation_images/2025/Nov/20/KA11EF6954_1763603482909.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Rider wearing helmet,None,
